Search Query,Clicks,Impressions,CTR,Average Position,Query_Modified,CLUSTERS,SUB_CLUSTERS
watterbottles,0,1,0.0000,96.0,water bottle,3,0
watwr bottles,0,1,0.0000,1.0,bottles,3,1
wave car decal,0,1,0.0000,78.0,wave car decal,3,1
we buy used laptops,0,1,0.0000,1.0,buy used laptops,3,1
we do not ship to p.o. boxes,0,31,0.0000,11.0,ship p boxes,3,1
welcome bag sticker,0,2,0.0000,52.0,welcome bag sticker,3,1
wengie water bottle,0,1,0.0000,3.0,water bottle,3,0
what are herschel bags made of,0,1,0.0000,75.0,herschel bags made,3,1
what is a book bag,0,2,0.0000,90.0,book bag,3,1
what is a laptop sleeve,0,1,0.0000,96.0,laptop sleeve,3,1
what is a mesh book bag,0,2,0.0000,64.0,mesh book bag,3,1
what is a rucksack bag,0,2,0.0000,44.0,rucksack bag,3,1
what is a tumbler bottle,0,6,0.0000,16.0,tumbler bottle,3,1
what is air mesh in bags,0,1,0.0000,68.0,air mesh bags,3,1
what is the best cup to keep drinks cold,0,1,0.0000,57.0,best cup keep drinks cold,3,0
what stickers to put on laptop,0,1,0.0000,69.0,stickers put laptop,3,1
what to write in a lined notebook,0,1,0.0000,42.0,write lined notebook,3,1
where are herschel bags made,0,3,0.0000,90.0,herschel bags made,3,1
where are timbuk2 bags made,0,3,0.0000,89.0,timbuktu bags made,3,1
where can i buy a book bag,0,4,0.0000,46.0,buy book bag,3,1
where can i buy bags,0,3,0.0000,57.0,buy bags,3,1
where can i buy cheap t shirts,0,1,0.0000,91.0,buy cheap shirt,3,1
where can i buy emoji stickers,0,1,0.0000,34.0,buy emotion stickers,3,1
where can i buy flash paper,0,1,0.0000,1.0,buy flash paper,3,1
where can i buy laptop stickers,0,4,0.0000,35.0,buy laptop stickers,3,1
where can i buy notebooks,0,1,0.0000,61.0,buy notebooks,3,1
where can i buy snapback hats,0,1,0.0000,99.0,buy snapback hats,3,1
where can i buy stickers,0,8,0.0000,63.0,buy stickers,3,1
where can i buy stickers for my laptop,0,5,0.0000,40.0,buy stickers laptop,3,1
where can i buy stickers for my water bottle,0,1,0.0000,1.0,buy stickers water bottle,3,0
where can i find a backpack,0,1,0.0000,62.0,find backpack,3,1
where can i find backpacks,0,1,0.0000,100.0,find backpacks,3,1
where can i get a backpack,0,7,0.0000,33.0,get backpack,3,1
where can i get backpacks,0,1,0.0000,58.0,get backpacks,3,1
where can i get laptop stickers,0,7,0.0000,65.0,get laptop stickers,3,1
where can i get stickers,0,2,0.0000,60.0,get stickers,3,1
where can you buy stickers,0,12,0.0000,42.0,buy stickers,3,1
where do i buy pack accessories?,0,2,0.0000,91.0,buy pack accessories,3,1
where do you buy backpacks,0,1,0.0000,84.0,buy backpacks,3,1
where do you buy stickers,0,2,0.0000,21.0,buy stickers,3,1
where to buy baby on board sticker,0,3,0.0000,34.0,buy baby board sticker,3,1
where to buy backpack,0,1,0.0000,1.0,buy backpack,3,1
where to buy backpacks,0,1,0.0000,1.0,buy backpacks,3,1
where to buy backpacks nyc,0,3,0.0000,84.0,buy backpacks nyc,3,1
where to buy black cod,0,1,0.0000,1.0,buy black cod,3,1
where to buy book bags,0,3,0.0000,71.0,buy book bags,3,1
where to buy canvas backpacks,0,2,0.0000,54.0,buy canvas backpacks,3,1
where to buy canvas bags,0,2,0.0000,94.0,buy canvas bags,3,1
where to buy clear book bags,0,1,0.0000,100.0,buy clear book bags,3,1
where to buy cool lanyards,0,1,0.0000,1.0,buy cool lanyards,3,1
where to buy decal stickers,0,1,0.0000,63.0,buy decal stickers,3,1
where to buy dice near me,0,1,0.0000,1.0,buy dice near,3,1
where to buy emoji stickers,0,11,0.0000,40.0,buy emotion stickers,3,1
where to buy laptop stickers,0,7,0.0000,34.0,buy laptop stickers,3,1
where to buy lego base plates,0,1,0.0000,11.0,buy lego base plates,3,1
where to buy mesh book bags,0,2,0.0000,81.0,buy mesh book bags,3,1
where to buy notebooks,0,3,0.0000,72.0,buy notebooks,3,1
where to buy small bags,0,1,0.0000,48.0,buy small bags,3,1
where to buy stickers,0,28,0.0000,40.0,buy stickers,3,1
where to buy stickers for laptops,0,2,0.0000,35.0,buy stickers laptops,3,1
where to buy stylus pen,0,3,0.0000,90.0,buy stylus pen,3,1
where to buy timbuk2 bags,0,3,0.0000,82.0,buy timbuktu bags,3,1
where to buy window decals,0,3,0.0000,79.0,buy window decals,3,1
where to buy window stickers,0,2,0.0000,70.0,buy window stickers,3,1
where to get a backpack,0,3,0.0000,93.0,get backpack,3,1
where to get baby on board sticker,0,2,0.0000,18.0,get baby board sticker,3,1
where to get laptop stickers,0,5,0.0000,67.0,get laptop stickers,3,1
where to get stickers,0,12,0.0000,38.0,get stickers,3,1
where to shop for bags,0,1,0.0000,51.0,shop bags,3,1
which is warmer fleece or microfleece,0,1,0.0000,93.0,warmer fleece micro fleece,3,1
which timbuk2 bag to buy,0,5,0.0000,60.0,timbuktu bag buy,3,1
white bottles,0,17,0.0000,73.0,white bottles,3,0
white cover notebook,0,1,0.0000,54.0,white cover notebook,3,1
white drink bottle,0,1,0.0000,74.0,white drink bottle,3,0
white drinks bottle,0,1,0.0000,8.0,white drinks bottle,3,0
white hardcover notebook,0,2,0.0000,42.0,white hardcover notebook,3,1
white laptop stickers,0,4,0.0000,40.0,white laptop stickers,3,1
white metal water bottle,0,3,0.0000,87.0,white metal water bottle,3,0
white nest camera,0,1,0.0000,86.0,white nest camera,3,1
white notebook paper,0,1,0.0000,69.0,white notebook paper,3,1
white smoke alarm,0,9,0.0000,63.0,white smoke alarm,3,1
white swell bottle,0,2,0.0000,82.0,white swell bottle,3,0
white thermos flask,0,2,0.0000,10.0,white thermos flask,3,0
white travel coffee mug,0,2,0.0000,91.0,white travel mug,3,1
white tumbler cups,0,8,0.0000,81.0,white tumbler cups,3,0
white vacuum bottle price,0,1,0.0000,30.0,white vacuum bottle price,3,0
white water bottles,0,1,0.0000,82.0,white water bottles,3,0
who sells cheap t shirts,0,4,0.0000,67.0,sells cheap shirt,3,1
who sells nest cameras,0,2,0.0000,52.0,sells nest cameras,3,1
why baby on board sticker,0,2,0.0000,30.0,baby board sticker,3,1
will bags,0,1,0.0000,96.0,bags,3,1
wind up doll toy,0,3,0.0000,72.0,wind doll toy,3,1
wind up plush toy,0,1,0.0000,54.0,wind plush toy,3,1
wind up robot toys,0,13,0.0000,53.0,wind robot toys,3,1
window decal home,0,2,0.0000,83.0,window decal home,3,1
window decal sizes,0,1,0.0000,83.0,window decal sizes,3,1
window decal sticker,0,1,0.0000,95.0,window decal sticker,3,1
window decal stickers,0,16,0.0000,81.0,window decal stickers,3,1
window decals stickers,0,1,0.0000,81.0,window decals stickers,3,1
window privacy stickers,0,2,0.0000,91.0,window privacy stickers,3,1
window sticker,0,2,0.0000,110.0,window sticker,3,1
window sticker decals,0,14,0.0000,84.0,window sticker decals,3,1
window sticker price,0,1,0.0000,100.0,window sticker price,3,1
window stickers,0,22,0.0000,110.0,window stickers,3,1
window stickers canada,0,3,0.0000,79.0,window stickers canada,3,1
window stickers decals,0,2,0.0000,95.0,window stickers decals,3,1
window stickers for shops,0,7,0.0000,42.0,window stickers shop,3,1
window stickers removable,0,2,0.0000,95.0,window stickers removable,3,1
windows laptop stickers,0,2,0.0000,16.0,windows laptop stickers,3,1
windows logo sticker,0,13,0.0000,53.0,windows logo sticker,3,1
windows sticker on laptop,0,1,0.0000,41.0,windows sticker laptop,3,1
wired nest smoke alarm,0,1,0.0000,100.0,wired nest smoke alarm,3,1
wired nest smoke detector,0,1,0.0000,73.0,wired nest smoke detector,3,1
women water bottle,0,2,0.0000,74.0,women water bottle,3,0
womens canvas laptop bag,0,1,0.0000,94.0,women canvas laptop bag,3,1
womens laptop bag,0,1,0.0000,85.0,women laptop bag,3,1
womens water bottle,0,1,0.0000,95.0,women water bottle,3,0
workout bottles,0,10,0.0000,77.0,workout bottles,3,1
workout water bottle,0,1,0.0000,98.0,workout water bottle,3,0
writing instruments pens,0,2,0.0000,84.0,writing instruments pens,3,1
writing pens with lights,0,63,0.0000,26.0,writing pens lights,3,1
www bag com,0,2,0.0000,16.0,www bag com,3,1
yellow bottle,0,237,0.0000,51.0,yellow bottle,3,0
yellow drink bottle,0,5,0.0000,83.0,yellow drink bottle,3,0
yellow gel pen,0,3,0.0000,87.0,yellow gel pen,3,1
yellow glass water bottle,0,1,0.0000,75.0,yellow glass water bottle,3,0
yellow glass water bottles,0,5,0.0000,54.0,yellow glass water bottles,3,0
yellow insulated tumbler,0,1,0.0000,74.0,yellow insulated tumbler,3,1
yellow insulated water bottle,0,1,0.0000,19.0,yellow insulated water bottle,3,0
yellow metal water bottle,0,1,0.0000,86.0,yellow metal water bottle,3,0
yellow shop light,0,1,0.0000,25.0,yellow shop light,3,1
yellow sports bottles,0,25,0.0000,91.0,yellow sports bottles,3,0
yellow swell bottle,0,4,0.0000,61.0,yellow swell bottle,3,0
yellow swell water bottle,0,4,0.0000,73.0,yellow swell water bottle,3,0
yellow travel mug,0,1,0.0000,74.0,yellow travel mug,3,1
yellow water bottle,0,5,0.0000,71.0,yellow water bottle,3,0
yellow water bottle with stickers,0,1,0.0000,1.0,yellow water bottle stickers,3,0
yellow water bottles,0,74,0.0000,38.0,yellow water bottles,3,0
yellow waterbottles,0,4,0.0000,2.5,yellow water bottle,3,0
you tubes for kids,0,1,0.0000,66.0,tubes kids,3,1
you tubes kids,0,2,0.0000,86.0,tubes kids,3,1
youtube bag making,0,2,0.0000,27.0,youtube bag making,3,1
youtube water bottle,0,3,0.0000,23.0,youtube water bottle,3,0
youtuber book bags,0,1,0.0000,42.0,youtube book bags,3,1
yt water bottle,0,7,0.0000,13.0,yt water bottle,3,0
z bag rucksack,0,4,0.0000,43.0,z bag rucksack,3,1
zip pocket hoodie,0,4,0.0000,90.0,zip pocket hoodie,3,1
zipper pocket hoodie,0,1,0.0000,82.0,zipper pocket hoodie,3,1
